文书标题,公示日期,详情url,决定书文号,被处罚个人姓名,被处罚个人单位,被处罚机构名称,机构负责人,案由,处罚依据,处罚内容,做出处罚机构的名称,处罚日期
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/98FC760CADF74640AA1CC4950F7FFC5E.html,川银监罚字〔2015〕4号, ,null,四川省农村信用社联合社,王华,对全省农村信用社信贷业务规范、风险防控、监督检查方面的行业管理工作不力，导致辖内部分机构发生贷款诈骗案件,《中华人民共和国银行业监督管理法》第四十六条；《中华人民共和国行政处罚法》第二十七条,警告,中国银行业监督委员会四川监管局,2015-6-16
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/B7C15F575C09479C950A1C5C5BE9ED9D.html,鄂银监罚[2015]51号, ,null,中国农业银行武汉江岸支行,朱建国,存在信贷资金用于银行承兑汇票保证金；违规办理同业业务的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币40万元,中国银行业监督管理委员会湖北监管局,2015-11-4
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/2E7EC560320C4057A48B45C43574E183.html,  川银监罚字〔2015〕23号, ,null,上海银行股份有限公司成都分行,王志强,办理无真实贸易背景票据业务,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-10-15
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/7F2BEE43F3654CA9A92F1744B45EC2C3.html,鄂银监罚[2015]50号, ,null,中国农业银行武汉汉阳支行,葛翔,存在违规办理同业业务的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币20万元,中国银行业监督管理委员会湖北监管局,2015-11-4
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/322B852DEF4D48089557E9975AB45FA3.html,川银监罚字〔2015〕2号, ,null,中国农业银行成都武侯支行,黄国静,以贷收费,《中华人民共和国商业银行法》第五条、第七十三条,罚款885200元,中国银行业监督委员会四川监管局,2015-1-30
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/3211EAF597C145A49DF160E275BEB1D5.html,鄂银监罚[2015]49号, ,null,中国工商银行武汉洪山支行,杨开泰,存在未按规定用途使用贷款；贷后监控不力，贷款被挪用；办理无真实贸易背景的银行承兑汇票的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币60万元,中国银行业监督管理委员会湖北监管局,2015-10-30
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/0DAAF44CFE4949FF93F710A8AC2A4A53.html,川银监罚字〔2015〕10号, ,null,"中国农业银行股份有限公司
成都双流支行",宋康全,同业新规定实施后，办理国内贸易项下境内系统外委托代付业务，存在同一市县有分支机构的情况下委托其它金融机构办理同业代付的情形。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2015-8-11
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/E40D2672BF02461082E61A6940726E9B.html,川银监罚字〔2015〕8号, ,null,"中国农业银行股份有限公司
成都金牛支行",岳琳,同业新规定实施后，办理国内贸易项下境内系统外委托代付业务，存在同一市县有分支机构的情况下委托其它金融机构办理同业代付的情形。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2015-8-11
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/4ABBD1109A974FF880A6EA39E00D778F.html,鄂银监罚[2015]48号, ,null,中国农业银行湖北省分行,朱正罡,存在内控管理不严，私人银行管理与业务经营未分离，信贷管理制度落实执行不到位，员工行为排查工作流于形式的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币20万元,中国银行业监督管理委员会湖北监管局,2015-10-30
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/6411743CF84C400B8B7B95F3044EFD9A.html,川银监罚字〔2015〕1号, ,null,"中国农业银行股份有限公司
成都光华支行",王屹,"以贷收费;收取投融资顾问费,未给客户提供实质性服务、未给客户带来实质性收益。",《中华人民共和国商业银行法》第五条、第七十三条,对以贷收费行为，罚款60万元；对质价不符行为，罚款190万元。,中国银行业监督委员会四川监管局,2015-1-30
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/7AD7B1CD43CA43708B772A8714BA99B3.html,川银监罚字〔2015〕11号, ,null,"中国农业银行股份有限公司
成都光华支行",王屹,同业新规定实施后，办理国内贸易项下境内系统外委托代付业务，存在同一市县有分支机构的情况下委托其它金融机构办理同业代付的情形。,《中华人民共和国银行业监督管理法》第四十六条,罚款60万元,中国银行业监督委员会四川监管局,2015-8-11
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/7809CAF2E3EC4052BD4A4679BBB1D071.html,川银监罚字〔2015〕9号, ,null,"中国农业银行股份有限公司
成都高新支行",江宇东,同业新规定实施后，办理国内贸易项下境内系统外委托代付业务，存在同一市县有分支机构的情况下委托其它金融机构办理同业代付的情形。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2015-8-11
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/B33BA43D139D412090F02032C16484A9.html,川银监罚字〔2015〕7号, ,null,南充市商业银行股份有限公司,黄光伟,票据业务操作不审慎、未按规定计量风险加权资产,《中华人民共和国银行业监督管理法》第四十六条,罚款70万元,中国银行业监督委员会四川监管局,2015-7-16
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/C671A523A80447DDB536FBEEBF7C8EA9.html,川银监罚字〔2015〕19号, ,null,国家开发银行四川省分行,赵耀中,对转贷款资金支付审核把关不严，未监督跟踪转贷款资金的使用情况，导致贷款资金被挪用，贷后管理也未及时发现。,《中华人民共和国银行业监督管理法》第四十六条,罚款30万元,中国银行业监督委员会四川监管局,2015-9-24
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/AAAB5ABCC4374CF08F806ED88691E3FD.html,川银监罚字〔2015〕18号, ,null,"交通银行股份有限公司
成都青白江支行",蔡显华,发放流动资金贷款2笔，存在贷前调查流于形式、贷中审查未尽职、贷后管理不到位问题。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2015-9-21
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/0ECD1E24CEA44DBFB6B88D03C6700A22.html,川银监罚字〔2015〕3号, ,null,中国建设银行成都岷江支行,杨学军,共收取3户企业财务顾问费，未给客户提供实质性服务、未给客户带来实质性收益。,《中华人民共和国商业银行法》第五条、第七十三条,罚款72万元,中国银行业监督委员会四川监管局,2015-2-12
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/78835D507EBB41B991B8FA4192F765AA.html,川银监罚字〔2015〕20号, ,null,"中国建设银行股份有限公司
成都第三支行",王兴宁,发放房地产开发贷款3笔，存在未落实授信条件、贷款发放审查不严问题。,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-9-24
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/68C9E8994D74400880FA8DEE08777C2E.html,川银监罚字〔2015〕21号, ,null,"哈尔滨银行股份有限公司
成都分行",刘阳,转嫁经营成本，浮利分费，提供虚假信息，贷前调查、审查不严导致部分贷款被套取,《中华人民共和国商业银行法》第七十三条、《中华人民共和国银行业监督管理法》第四十六条,罚款140万元,中国银行业监督委员会四川监管局,2015-10-15
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/A541DBD369BA4F4D961723FEB354BBD8.html,川银监罚字〔2015〕16号, ,null,"中国工商银行股份有限公司
成都芷泉支行",张岚,在订单融资审批条件已经发生变化、申请改变支付方式未得到上级行批复的情况下，于2014年4月4日向四川北良实业有限公司发放订单融资贷款。,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-9-8
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/9C87B048992B42BEB7C373D002DA7CDF.html,川银监罚字〔2015〕17号, ,null,"中国工商银行股份有限公司
成都春熙支行",罗明,办理无真实贸易背景银行承兑汇票业务，涉及2户。,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-9-8
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/29B5F3DEBFAB46AAB2A5B24E58585134.html,湘银监罚〔2014〕38号,----,null,招商银行长沙分行,曾盾,违规使用票据贴现资金，将他行银票在本行贴现后回流至出票人。,《中华人民共和国银行业监督管理法》第二十一、第四十六条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-24
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/60C6ACC7748F4CCDBF35BDB11454765C.html,湘银监罚〔2014〕37号,----,null,邮政储蓄银行浏阳市支行,蒋志,违规收取房屋抵押登记费。,《中华人民共和国商业银行法》第五条、第七十三条,罚款7万元,中国银行业监督管理委员会湖南监管局,2014-12-23
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/0C9A25BF8035407B8CEFBF2492C97023.html,湘银监罚〔2014〕36号,----,null,长沙银行,朱玉国,理财业务管理系统存在缺陷、制度不健全；理财业务会计核算制度存在缺陷；理财业务核算不符合监管规定；理财产品未做到单独管理、建账和核算的“三独立”；理财制度建设与内控要求存在差距；理财业务风险控制管理机制缺失；理财业务档案管理制度不健全。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款40万元,中国银行业监督管理委员会湖南监管局,2014-12-18
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/85D120D8AA824E7C9A0E06E6735EDEC4.html,湘银监罚〔2014〕35号,----,null,长沙银行,朱玉国,签发的部分银行承兑汇票不具有真实的贸易背景；贴现的部分银行承兑汇票不具有真实的贸易背景。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款40万元,中国银行业监督管理委员会湖南监管局,2014-12-18
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/4EA8EACF86B44BB087A388FB2FF4D68A.html,湘银监罚〔2014〕34号,----,null,光大银行长沙分行,罗方科,签发、开立无真实贸易背景的银行承兑汇票。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-16
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/C2A7B0D216D14CEFA581CC9D3F38E9A1.html,湘银监罚〔2014〕33号,----,null,工商银行湖南省分行,苏国庆,个人住房抵押贷款房屋抵押登记费未按规定由银行承担而由客户支付。,《中华人民共和国商业银行法》第五条、第七十三条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-16
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/A6EB9861F8A34544B5FF0E0ACF43BF17.html,湘银监罚〔2014〕32号,----,null,民生银行长沙分行,王周屋,签发、开立无真实贸易背景的银行承兑汇票。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-16
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/1AFF975548094CE4883C1034B71E9A20.html,湘银监罚〔2014〕31号,----,null,长沙天心农村合作银行城中支行,周洁,由借款人承担房产抵押登记费。,《中华人民共和国商业银行法》第五条、第七十三条,罚款5万元,中国银行业监督管理委员会湖南监管局,2014-12-16
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/10EB3F26C97D477AAB19977E53C704CD.html,湘银监罚〔2014〕30号,----,null,长沙先导农村商业银行麓山支行,曹熙颜,由借款人承担房产抵押登记费。,《中华人民共和国商业银行法》第五条、第七十三条,罚款5万元,中国银行业监督管理委员会湖南监管局,2014-12-16
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/691BE9E405D14FD8AE5BB98E5E0C0909.html,湘银监罚〔2014〕29号,----,null,南粤银行长沙分行,蔡强,部分票据买卖业务协议、合同签订的用印登记时间滞后于业务实际发生时间。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-11
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/316CB1E823904EF2A68A931E0B2D9BAA.html,湘银监罚〔2014〕28号,----,null,北京银行长沙分行,安文梅,办理无真实贸易背景的国内信用证及同业代付业务。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款20万元,中国银行业监督管理委员会湖南监管局,2014-12-11
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/6899826CDBB84FF2905A7483CCAED544.html,湘银监罚〔2014〕27号,----,null,华融湘江银行,刘永生,违规开立同业账户，违规开展票据买卖业务。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款40万元,中国银行业监督管理委员会湖南监管局,2014-12-9
中国银行业监督管理委员会湖南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/28AF08E980A6446CA7CD57DA679DB7B0.html,湘银监罚〔2014〕26号,----,null,华融湘江银行,刘永生,签发无真实贸易背景的银行承兑汇票；“贷款三查”执行不到位。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款40万元,中国银行业监督管理委员会湖南监管局,2014-12-9
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/6C27D32D29744B36ABA614FC0B691A8C.html,川银监罚字〔2015〕15号, ,null,"中国工商银行股份有限公司
成都草市支行",胡兆春,办理无真实贸易背景银行承兑汇票业务,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-9-8
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/8245140C1F56404E93C610A93ACF9ABB.html,川银监罚字〔2015〕22号, ,null,包商银行股份有限公司成都分行,段晓勇,办理无真实贸易背景票据业务,《中华人民共和国银行业监督管理法》第四十六条,罚款40万元,中国银行业监督委员会四川监管局,2015-10-15
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/C1964F1798D34C48871FD8F372EA8AFE.html,川银监罚字〔2014〕2号, ,null,浙商银行成都分行,张汝龙,对理财产品出具承诺函的形式，违规规避应当进行的相应会计处理，该笔承诺业务也未在银监会非现场监管信息系统“1104报表”表外科目中填报，提供了隐瞒重要事实的财务报表，涉及企业1户。,《中华人民共和国银行业监督管理法》第四十六条,罚款30万元,中国银行业监督委员会四川监管局,2014-12-1
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/A85F17E634E64B808337F827DBD6FEE1.html,川银监罚字〔2014〕1号, ,null,恒丰银行成都分行,宋豪,"办理无真实贸易背景的银行承兑汇票及国内信用证,涉及企业2户。",《中华人民共和国银行业监督管理法》第四十六条,罚款30万元,中国银行业监督委员会四川监管局,2014-12-1
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/81A446C9FA194BB99A9789BEE253148C.html,鄂银监罚[2015]47号, ,null,中国工商银行武汉江汉支行,陈祥麟,存在违规发放个人经营住房抵押贷款的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币20万元,中国银行业监督管理委员会湖北监管局,2015-10-30
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/9BBDAE0785344853B7A5CB0E5D48902A.html,鄂银监罚[2015]46号, ,null,中国农业银行武汉汉口支行,曾江帆,存在违规办理同业业务的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币20万元,中国银行业监督管理委员会湖北监管局,2015-10-30
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/282419B7EAD7483BB6958BE72359C384.html,川银监罚字〔2013〕1号, ,null,成都银行股份有限公司体育场路支行,李先刚,违反规定办理信贷业务,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2013-9-10
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/F5C55DA428874D128162F515C5B614D5.html,川银监罚字〔2012〕1号, ,null,浙商银行成都分行,张汝龙,违反审慎经营规则办理票据业务，涉及企业2户；办理无真实贸易背景的银行承兑汇票，涉及企业1户。,《中华人民共和国银行业监督管理法》第四十六条,罚款30万元,中国银行业监督委员会四川监管局,2012-8-3
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/19F7AB4AD0E94DC49E385BF21ECA03E6.html,川银监罚字〔2012〕2号, ,null,浦发银行成都分行,王兵,无增值税发票复印件办理承兑汇票；重复使用增值税发票复印件办理承兑汇票；增值税发票复印件不足办理承兑汇票；使用申请人增值税发票复印件办理承兑汇票；虚假增值税发票复印件办理承兑汇票,《中华人民共和国银行业监督管理法》第四十六条。,罚款20万元,中国银行业监督委员会四川监管局,2012-8-3
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/7F45624716F046DEB1B4AC7422A32D50.html,川银监罚字〔2011〕3号, ,null,"中国农业银行股份有限公司
成都市蜀都支行",马文灵,贷款资金被挪用于工程项目的土地出让款。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2011-10-31
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/6A086680727144FE9E593D368E362E83.html,    川银监罚字〔2011〕1号, ,null,中国农业发展银行四川省分行营业部,向阳,贷后管理不严，贷款资金被挪用于归还他行贷款、流入股市、归他人使用。,《中华人民共和国银行业监督管理法》第二十一条、第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2011-1-30
中国银行业监督委员会四川监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/C02C84EB64A54044B3250C23809CFAC1.html,川银监罚字〔2011〕2号, ,null,中国工商银行股份有限公司成都春熙支行,余永华,办理法人账户透支业务在提款和支付环节审查不严涉及18笔。,《中华人民共和国银行业监督管理法》第四十六条,罚款20万元,中国银行业监督委员会四川监管局,2011-10-28
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/0FFAFD3F9B534715BB42C6CF3ED4BEB7.html,冀银监罚〔2015〕2号, ,null,中国农业发展银行三河市支行,黄彪,未按工程进度和实际需求发放贷款，贷款支付方式不合规等严重违反审慎经营规则行为,《中华人民共和国银行业监督管理法》第46条,罚款人民币20万元,河北银监局,2015-7-21
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/B99A682A857E4705A024E765B4C24113.html,冀银监罚〔2014〕6号, ,null,中国农业发展银行巨鹿县支行,张志军,贷款调查不尽职，未对借款人财务状况、还款来源、抵质押情况进行尽职调查，且使用虚假的数据为企业评级授信，此外还存在贷后管理不严格、贷款分类不准确等严重违反审慎经规的行为。,《中华人民共和国银行业监督管理法》第46条,罚款人民币30万元,河北银监局,2014-8-7
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/53A22B5946A6449A87EA69A8D755F8BD.html,冀银监罚〔2014〕5号, ,null,中国民生银行石家庄分行,徐明勋,未经批准设立分支机构,《中华人民共和国银行业监督管理法》第45条,罚款人民币50万元,河北银监局,2014-7-28
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/23872BC272964254AEB2B12A18CF8486.html,冀银监罚〔2013〕5号, ,null,正定县农村信用合作联社,郝会斌,作为银团贷款参加行，在某客户未取得土地使用证等相关证明，未落实担保情况下违规为其提供授信，贷款行为不审慎。,《中华人民共和国银行业监督管理法》第46条,罚款人民币20万元,河北银监局,2013-5-15
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/8B00F81BA5CD4FD3B905934E00F2DA0E.html,冀银监罚〔2013〕4号, ,null,"中国建设银行石家庄新华路西支行
 ",鲁国平   ,"作为银团贷款参加行，在某客户未取得土地使用证等相关证明，未落实担保情况下违规为其提供授信，贷款行为不审慎。
 ",《中华人民共和国银行业监督管理法》第46条,罚款人民币20万元,河北银监局,2013-5-15
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/87E5B7259E6849DBBFE9EB2A22789F4E.html,冀银监罚〔2013〕3号, ,null,"中国农业银行石家庄东岗路支行
 ",封明元   ,"作为银团贷款参加行，在某客户未取得土地使用证等相关证明，未落实担保情况下违规为其提供授信，贷款行为不审慎。
 ",《中华人民共和国银行业监督管理法》第46条,罚款人民币20万元,河北银监局,2013-5-15
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/3C50581521874D9A9203947B45560AD4.html,冀银监罚〔2013〕2号, ,null,"中国工商银行石家庄建华支行
 ",闫孟军 ,"作为银团贷款参加行，在某客户未取得土地使用证等相关证明，未落实担保情况下违规为其提供授信，贷款行为不审慎。
 ",《中华人民共和国银行业监督管理法》第46条,罚款人民币20万元,河北银监局,2013-5-15
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/1BEFFE451FC246D0852C3445AA02E2A3.html,鄂银监罚[2015]45号, ,null,武汉农村商业银行,刘必金,存在向不符合贷款条件的借款人发放贷款；贷款被挪用的违规行为。,《个人贷款管理暂行办法》第四十二条第（一）项、《流动资金贷款管理暂行办法》第三十九条第（六）项、《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币40万元,中国银行业监督管理委员会湖北监管局,2015-10-28
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/ED0DCF0AB11B428D926A9A053418AF9D.html,鄂银监罚[2015]44号, ,null,东风汽车财务有限公司,朱福寿,存在票据贴现业务贸易背景审查不严，业务办理时未对贴现申请人提供的增值税专用发票进行严格监控和记录的违规行为。,《中华人民共和国银行业监督管理法》第四十六条第（五）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币20万元,中国银行业监督管理委员会湖北监管局,2015-10-28
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/C2526704858B4196B4C78B761281B3E4.html,鄂银监罚[2015]2号, ,null,上海浦东发展银行武汉分行,黄旭东,存在个别财务顾问收费质价不符的违规行为。,《中华人民共和国商业银行法》第七十三条第（四）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币28.8万元,中国银行业监督管理委员会湖北监管局,2015-1-30
中国银行业监督管理委员会湖北监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/65BB9B6265B941B2B2E3BAB7BEE20755.html,鄂银监罚[2015]1号, ,null,招商银行武汉分行,文行赤,存在收取的财务顾问费与所提供服务质价不符的违规行为。,《中华人民共和国商业银行法》第七十三条第（四）项、《中华人民共和国行政处罚法》第二十七条,罚款人民币44万元,中国银行业监督管理委员会湖北监管局,2015-1-30
河北银监局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/98C112F1A3314F63BEB3B63104CD649A.html,冀银监罚〔2013〕1号, ,null,中信银行石家庄分行体育北大街支行,张赛,"作为银团贷款牵头行，在某客户未取得土地使用证等相关证明，未落实担保情况下违规为其提供授信，贷款行为不审慎。
 ",《中华人民共和国银行业监督管理法》第46条,罚款人民币30万元,河北银监局,2013-5-15
北京银监局行政处罚信息公开表,2016-03-24,http://www.cbrc.gov.cn/chinese/home/docView/4CA3B0386A9D4A7EBC728E4F5E435F41.html,"  京银监发〔2014〕200号
 ",——,null,平安银行北京分行,刘树云,"  当事人存在存贷挂钩的违法行为，业务行为违反了《中国银监会关于整治银行业金融机构不规范经营的通知》（银监发〔2012〕3号）中关于“不得存贷挂钩。银行业金融机构贷款业务和存款业务应严格分离，不得以存款作为审批和发放贷款的前提条件。”的监管规定。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……。”
 ",给予当事人20万元的行政处罚。,北京银监局,2014-12-26
北京银监局行政处罚信息公开表,2016-03-24,http://www.cbrc.gov.cn/chinese/home/docView/C1051576C01642BA96E9665446C214BC.html,"  京银监发〔2014〕194号
 ",——,null,交通银行北京北蜂窝路支行,郭宏,"  当事人在分行内控制度不完善、未明确投融资财务顾问费收费标准的情况下收取费用，未向企业明示收费标准；部分费用重复收取。上述业务行为与《中国银监会关于整治银行业金融机构不规范经营的通知》（银监发〔2012〕3号）第二条规定：“银行业金融机构要严格遵守国家价格主管部门和监管机构关于金融服务收费的各项政策规定，对现行收费服务价目进行全面梳理检查，及时自查自纠，并严格遵守以下原则。……（三）公开透明。服务价格应遵循公开透明原则，各项服务必须‘明码标价’，充分履行告知义务，使客户明确了解服务内容、方式、功能、效果，以及对应的收费标准，确保客户了解充分信息，自主选择……”相违背。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……。”
《中国银行业监督管理委员会行政处罚办法》（银监会令2004年第7号）第十五条规定：“当事人有下列情形之一的，应当依法从轻或者减轻行政处罚：（一）主动消除或者减轻违法行为危害后果的。……”
 ",给予当事人2万元的行政处罚。,北京银监局,2014-12-16
